"Entity","Region","Ownership","Deal Type","Level 4","Trade ID","Trade Description","CounterParty","Broker","Deal Type","Trade Type","Trade Date","Effective Date","Expiry Date","Has Unwinds","Option/Commitment Type","Barrier Type","Buy/Sell - 1","Pay/Receive - 1","Option Type / Interest Type - 1","Price Index - 1","Future","Number Of Contracts","Ccy1","Notional1","Unit - 1","Current Period IR Rate1","Current Period IR Spread1 bps","Strike","Buy/Sell - 2","Pay/Receive - 2","Option Type / Interest Type-2","Price Index - 2","Ccy2","Notional2","Available Balance to Draw","Unit - 2","Current Period IR Rate2","Current Period IR Spread2 bps","Original Tenor","Current Tenor","Proceeds","Debt Instrument","Trade Discount Rate","Trade Yield","Trade Price","Cpty Trade Id","Alternate Trade Id","Trade Group","Asset Class","Current Version","Trade In Link","Linked Proportion","Linked Notional Amount"
"CU-23003-SHENZHEN","China","China Portfolio","Project Finance","23003 C-Shenzhen GLP-Yantian Port L CCB 130.32million facility","6966","1.4 YR  FIXED RATE LOAN: PAY 6.55000% CNY   10.1 M  REPAY: SCHEDULE  MAT: 24-NOV-2014","3-C-CCB SHATOUJIAO","","Actual","Loan","2013-07-10","2013-07-10","2021-02-04","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-7210000","","0.061500000","","","","","","","","","","","","","2766","589","10080000.0000","Interest-Bearing","0.00000000000000","0.06548544240000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"CU-23003-SHENZHEN","China","China Portfolio","Project Finance","23003 C-Shenzhen GLP-Yantian Port L CCB 130.32million facility","6967","1.3 YR  FIXED RATE LOAN: PAY 6.55000% CNY   16.9 M  REPAY: SCHEDULE  MAT: 24-NOV-2014","3-C-CCB SHATOUJIAO","","Actual","Loan","2013-07-18","2013-07-18","2021-02-04","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-16890000","","0.061500000","","","","","","","","","","","","","2758","589","16890000.0000","Interest-Bearing","0.00000000000000","0.06548830130000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CU-23003-SHENZHEN","China","China Portfolio","Project Finance","23003 C-Shenzhen GLP-Yantian Port L CCB 130.32million facility","6968","1.3 YR  FIXED RATE LOAN: PAY 6.55000% CNY   12.7 M  REPAY: SCHEDULE  MAT: 24-NOV-2014","3-C-CCB SHATOUJIAO","","Actual","Loan","2013-07-26","2013-07-26","2021-02-04","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-12660000","","0.061500000","","","","","","","","","","","","","2750","589","12660000.0000","Interest-Bearing","0.00000000000000","0.06549083230000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CU-23003-SHENZHEN","China","China Portfolio","Project Finance","23003 C-Shenzhen GLP-Yantian Port L CCB 130.32million facility","6969","1.2 YR  FIXED RATE LOAN: PAY 6.55000% CNY   12.9 M  REPAY: SCHEDULE  MAT: 24-NOV-2014","3-C-CCB SHATOUJIAO","","Actual","Loan","2013-09-06","2013-09-06","2021-02-04","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-12850000","","0.061500000","","","","","","","","","","","","","2708","589","12850000.0000","Interest-Bearing","0.00000000000000","0.06549861070000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CU-23003-SHENZHEN","China","China Portfolio","Project Finance","23003 C-Shenzhen GLP-Yantian Port L CCB 130.32million facility","6970","1.1 YR  FIXED RATE LOAN: PAY 6.55000% CNY    6.4 M  REPAY: SCHEDULE  MAT: 24-NOV-2014","3-C-CCB SHATOUJIAO","","Actual","Loan","2013-10-17","2013-10-17","2021-02-04","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-6430000","","0.061500000","","","","","","","","","","","","","2667","589","6430000.0000","Interest-Bearing","0.00000000000000","0.06548742300000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CU-23003-SHENZHEN","China","China Portfolio","Project Finance","23003 C-Shenzhen GLP-Yantian Port L CCB 130.32million facility","6971","1.0 YR  FIXED RATE LOAN: PAY 6.55000% CNY   12.6 M  REPAY: SCHEDULE  MAT: 24-NOV-2014","3-C-CCB SHATOUJIAO","","Actual","Loan","2013-12-07","2013-12-07","2021-02-04","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-12600000","","0.061500000","","","","","","","","","","","","","2616","589","12600000.0000","Interest-Bearing","0.00000000000000","0.06549921400000","1.00000000000000","","","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-23017-SYGGOLDFOO","China","China Portfolio","Project Finance","23017 C-SYGGOLDFOO BOComm 200million facility","7231","1.1 YR  FIXED RATE LOAN: PAY 6.87750% CNY   30.0 M  REPAY: SCHEDULE  MAT: 11-MAY-2015","3-C-BCOM SHENYANG NORTH S","","Actual","Loan","2014-03-28","2014-03-28","2020-07-15","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-9000000","","0.059325000","","","","","","","","","","","","","2301","385","30000000.0000","Interest-Bearing","0.00000000000000","0.06789106500000","1.00000000000000","","Shenxi","PROJECT FINANCING","Interest Rate","7","No","0.000000000000000","0.0000"
"C-22011-AIRPORT CITY DEV","China","China Portfolio","Project Finance","22011 C-Airport City Dev ICBC 1300million facility","7234","9.4 YR  FIXED RATE LOAN: PAY 5.89500% CNY   17.6 M  REPAY: SCHEDULE  MAT: 26-JUN-2023","3-C-ICBC TIANZU","","Actual","Loan","2014-01-26","2014-01-26","2023-06-24","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-13780064.54","","0.058950000","","","","","","","","","","","","","3436","1459","17592022.6000","Interest-Bearing","0.00000000000000","0.05894953140000","1.00000000000000","","ACL","PROJECT FINANCING","Interest Rate","9","No","0.000000000000000","0.0000"
"CLF-21090-WUXI PUER LF","China","China Portfolio","Project Finance","21090 CLF-Wuxi Puer LF CMB 55.4million facility","7353","2.0 YR  FIXED RATE LOAN: PAY 6.55000% CNY   55.4 M  REPAY: SCHEDULE  MAT: 01-APR-2016","3-C-CMB WUXI XISHAN","","Actual","Loan","2014-04-03","2014-04-03","2024-04-01","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-34625000","","0.049000000","","","","","","","","","","","","","3651","1741","55400000.0000","Interest-Bearing","0.00000000000000","0.06512986830000","1.00000000000000","","Ehu I","PROJECT FINANCING","Interest Rate","5","No","0.000000000000000","0.0000"
"CLF-21082-BEIJING PUMA LF","China","China Portfolio","Project Finance","21082 CLF-BEIJING PUMA LF CMB 58.15million facility","7369","2 YR  FIXED RATE LOAN: PAY 5.90000% CNY   16.4 M  REPAY: SCHEDULE  MAT: 15-APR-2016","3-C-CMB BEIJING GUANGHUAL","","Actual","Loan","2014-04-15","2014-04-15","2023-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-9545801","","0.049000000","","","","","","","","","","","","","3537","1639","16440000.0000","Interest-Bearing","0.00000000000000","0.05899881540000","1.00000000000000","","Pinggu","PROJECT FINANCING","Interest Rate","8","No","0.000000000000000","0.0000"
"C-23017-SYGGOLDFOO","China","China Portfolio","Project Finance","23017 C-SYGGOLDFOO BOComm 200million facility","7396","1.1 YR  FIXED RATE LOAN: PAY 6.87750% CNY   25.5 M  REPAY: SCHEDULE  MAT: 11-MAY-2015","3-C-BCOM SHENYANG NORTH S","","Actual","Loan","2014-04-18","2014-04-18","2020-07-15","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-9500000","","0.059325000","","","","","","","","","","","","","2280","385","25500000.0000","Interest-Bearing","0.00000000000000","0.06785540010000","1.00000000000000","","Shenxi","PROJECT FINANCING","Interest Rate","9","No","0.000000000000000","0.0000"
"JU-MISATO 3 LOGISTIC TMK","Japan","Japan Portfolio","Non-recourse bond","","7436","7 YR FLOATING RATE LOAN: PAY 3M TIBOR +27 bp JPY 11000.0 M REPAY: TERM MAT: 31-MAY-2021","2-J-SUMITOMO M TRUST","","Actual","Loan","2014-05-30","2014-05-30","2021-05-31","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-11000000000","","0.000690900","0.0027000000","","","","","","","","","","","","2558","705","11000000000.0000","Interest-Bearing","0.00000000000000","0.00768859700000","1.00000000000000","","JCE","NON RECOURSE BOND","Interest Rate","25","Yes","1.000000000000000","0.0000"
"C-23018-XIANSCTECH","China","China Portfolio","Project Finance","23018 C-I-Park Xi An Science and Tech BOComm 285million facility","7520","1 YR  FIXED RATE LOAN: PAY 6.22250% CNY   23.0 M  REPAY: SCHEDULE  MAT: 29-MAY-2015","3-C-BCOM XIAN CHENGXI","","Actual","Loan","2014-05-29","2014-05-29","2021-08-11","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-11693685","","0.049000000","","","","","","","","","","","","","2631","777","23000000.0000","Interest-Bearing","0.00000000000000","0.06189346310000","1.00000000000000","","Xi an","PROJECT FINANCING","Interest Rate","7","No","0.000000000000000","0.0000"
"CLF-21082-BEIJING PUMA LF","China","China Portfolio","Project Finance","21082 CLF-BEIJING PUMA LF CMB 58.15million facility","7522","1 YR  FIXED RATE LOAN: PAY 5.65000% CNY    4.0 M  REPAY: SCHEDULE  MAT: 15-MAY-2015","3-C-CMB BEIJING GUANGHUAL","","Actual","Loan","2014-05-15","2014-05-15","2023-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-2349876","","0.049000000","","","","","","","","","","","","","3507","1639","4047000.0000","Interest-Bearing","0.00000000000000","0.04860873770000","1.00000000000000","","Pinggu","PROJECT FINANCING","Interest Rate","6","No","0.000000000000000","0.0000"
"JU-ATSUGI LOGISTIC","Japan","Japan Portfolio","Non-recourse bond","","7964","7 YR FLOATING RATE LOAN: PAY 6M TIBOR +22 bp JPY 10200.0 M REPAY: TERM MAT: 07-JUL-2021","2-J-SUMITOMO M BANKING","","Actual","Loan","2014-07-07","2014-07-07","2021-07-07","No","Asset/Liability","","","Pay","Floating","TIBOR","","","JPY","-10200000000","","0.001263600","0.0022000000","","","","","","","","","","","","2557","742","10200000000.0000","Interest-Bearing","0.00000000000000","0.00651546010000","1.00000000000000","","JCE","NON RECOURSE BOND","Interest Rate","12","No","0.000000000000000","0.0000"
"C-22011-AIRPORT CITY DEV","China","China Portfolio","Project Finance","22011 C-Airport City Dev ICBC 1300million facility","7973","9 YR  FIXED RATE LOAN: PAY 5.89500% CNY   29.4 M  REPAY: SCHEDULE  MAT: 26-JUN-2023","3-C-ICBC TIANZU","","Actual","Loan","2014-06-25","2014-06-25","2023-06-24","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-23439795.58","","0.058950000","","","","","","","","","","","","","3286","1459","29389554.6500","Interest-Bearing","0.00000000000000","0.05812775610000","1.00000000000000","","ACL","PROJECT FINANCING","Interest Rate","8","No","0.000000000000000","0.0000"
"C-23017-SYGGOLDFOO","China","China Portfolio","Project Finance","23017 C-SYGGOLDFOO BOComm 200million facility","7974","319 DAY  FIXED RATE LOAN: PAY 6.87750% CNY   11.0 M  REPAY: SCHEDULE  MAT: 11-MAY-2015","3-C-BCOM SHENYANG NORTH S","","Actual","Loan","2014-06-26","2014-06-26","2020-07-15","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-3750000","","0.059325000","","","","","","","","","","","","","2211","385","11000000.0000","Interest-Bearing","0.00000000000000","0.06792283070000","1.00000000000000","","Shenxi","PROJECT FINANCING","Interest Rate","6","No","0.000000000000000","0.0000"
"CU-23003-SHENZHEN","China","China Portfolio","Project Finance","23003 C-Shenzhen GLP-Yantian Port L CCB 130.32million facility","7975","6.6 YR  FIXED RATE LOAN: PAY 6.55000% CNY   33.2 M  REPAY: SCHEDULE  MAT: 04-FEB-2021","3-C-CCB SHATOUJIAO","","Actual","Loan","2014-06-13","2014-06-13","2021-02-04","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-33180000","","0.065500000","","","","","","","","","","","","","2428","589","33180000.0000","Interest-Bearing","0.00000000000000","0.06550059670000","1.00000000000000","","Yantian","PROJECT FINANCING","Interest Rate","2","No","0.000000000000000","0.0000"
"CU-23002-SHLINGADEV","China","China Portfolio","Project Finance","23002 CU-Shanghai Lingang GLP Intl LDev EXIM 100million facility","8181","184 DAY  FIXED RATE LOAN: PAY 5.89500% CNY    8.0 M  REPAY: SCHEDULE  MAT: 23-JAN-2015","3-C-EXIM SHANGHAI","","Actual","Loan","2014-07-23","2014-07-23","2019-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-1635213.58","","0.048600000","","","","","","","","","","","","","1977","178","8000000.0000","Interest-Bearing","0.00000000000000","0.05866439210000","1.00000000000000","","Lingang","PROJECT FINANCING","Interest Rate","6","No","0.000000000000000","0.0000"
"CLF-21082-BEIJING PUMA LF","China","China Portfolio","Project Finance","21082 CLF-BEIJING PUMA LF CMB 58.15million facility","8242","9.5 YR  FIXED RATE LOAN: PAY 5.40000% CNY   11.7 M  REPAY: SCHEDULE  MAT: 21-DEC-2023","3-C-CMB BEIJING GUANGHUAL","","Actual","Loan","2014-07-08","2014-07-08","2023-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-6592500","","0.054000000","","","","","","","","","","","","","3453","1639","11720000.0000","Interest-Bearing","0.00000000000000","0.05019015480000","1.00000000000000","","pinggu","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"C-22001-TIANJIN DEV","China","China Portfolio","Project Finance","22001 C-Tianjin Dev BOC 134million facility","8283","1 YR  FIXED RATE LOAN: PAY 6.55000% CNY  134.0 M  REPAY: SCHEDULE  MAT: 31-JUL-2015","3-C-BOC TIANJIN NINGHE BR","","Actual","Loan","2014-07-31","2014-07-31","2024-07-25","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-99000000","","0.049000000","","","","","","","","","","","","","3647","1856","134000000.0000","Interest-Bearing","0.00000000000000","0.06459984220000","1.00000000000000","","TEDA","PROJECT FINANCING","Interest Rate","7","No","0.000000000000000","0.0000"
"C-22011-AIRPORT CITY DEV","China","China Portfolio","Project Finance","22011 C-Airport City Dev ICBC 1300million facility","8548","8.9 YR  FIXED RATE LOAN: PAY 5.89500% CNY    5.5 M  REPAY: SCHEDULE  MAT: 26-JUN-2023","3-C-ICBC TIANZU","","Actual","Loan","2014-07-29","2014-07-29","2023-06-24","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-4418549.74","","0.058950000","","","","","","","","","","","","","3252","1459","5540116.9400","Interest-Bearing","0.00000000000000","0.05894381910000","1.00000000000000","","ACL","PROJECT FINANCING","Interest Rate","7","No","0.000000000000000","0.0000"
"CU-23002-SHLINGADEV","China","China Portfolio","Project Finance","23002 CU-Shanghai Lingang GLP Intl LDev EXIM 100million facility","8901","91 DAY  FIXED RATE LOAN: PAY 5.89500% CNY   10.0 M  REPAY: SCHEDULE  MAT: 12-DEC-2014","3-C-EXIM SHANGHAI","","Actual","Loan","2014-09-12","2014-09-12","2020-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-10000000","","0.048600000","","","","","","","","","","","","","2292","544","10000000.0000","Interest-Bearing","0.00000000000000","0.05865998820000","1.00000000000000","","Lingang","PROJECT FINANCING","Interest Rate","7","No","0.000000000000000","0.0000"
"CU-23002-SHLINGADEV","China","China Portfolio","Project Finance","23002 CU-Shanghai Lingang GLP Intl LDev EXIM 100million facility","8902","91 DAY  FIXED RATE LOAN: PAY 5.89500% CNY    5.0 M  REPAY: SCHEDULE  MAT: 17-DEC-2014","3-C-EXIM SHANGHAI","","Actual","Loan","2014-09-17","2014-09-17","2021-06-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-5000000","","0.048600000","","","","","","","","","","","","","2469","726","5000000.0000","Interest-Bearing","0.00000000000000","0.05865998820000","1.00000000000000","","Lingang","PROJECT FINANCING","Interest Rate","6","No","0.000000000000000","0.0000"
"CU-23002-SHLINGADEV","China","China Portfolio","Project Finance","23002 CU-Shanghai Lingang GLP Intl LDev EXIM 130million facility","8903","91 DAY  FIXED RATE LOAN: PAY 5.89500% CNY   15.0 M  REPAY: SCHEDULE  MAT: 12-DEC-2014","3-C-EXIM SHANGHAI","","Actual","Loan","2014-09-12","2014-09-12","2020-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-14748880","","0.048600000","","","","","","","","","","","","","2292","544","15000000.0000","Interest-Bearing","0.00000000000000","0.05865998820000","1.00000000000000","","Lingang","PROJECT FINANCING","Interest Rate","7","No","0.000000000000000","0.0000"
"C-23017-SYGGOLDFOO","China","China Portfolio","Project Finance","23017 C-SYGGOLDFOO BOComm 200million facility","8908","242 DAY  FIXED RATE LOAN: PAY 6.87750% CNY   23.0 M  REPAY: SCHEDULE  MAT: 11-MAY-2015","3-C-BCOM SHENYANG NORTH S","","Actual","Loan","2014-09-11","2014-09-11","2020-07-15","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-8500000","","0.059325000","","","","","","","","","","","","","2134","385","23000000.0000","Interest-Bearing","0.00000000000000","0.06799804110000","1.00000000000000","","Shenxi","PROJECT FINANCING","Interest Rate","6","No","0.000000000000000","0.0000"
"CLF-21082-BEIJING PUMA LF","China","China Portfolio","Project Finance","21082 CLF-BEIJING PUMA LF CMB 58.15million facility","8909","9.3 YR  FIXED RATE LOAN: PAY 5.15000% CNY    1.4 M  REPAY: SCHEDULE  MAT: 21-DEC-2023","3-C-CMB BEIJING GUANGHUAL","","Actual","Loan","2014-09-19","2014-09-19","2023-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-810000","","0.051500000","","","","","","","","","","","","","3380","1639","1440000.0000","Interest-Bearing","0.00000000000000","0.05902582130000","1.00000000000000","","pinggu","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21082-BEIJING PUMA LF","China","China Portfolio","Project Finance","21082 CLF-BEIJING PUMA LF CMB 58.15million facility","8910","9.3 YR  FIXED RATE LOAN: PAY 5.65000% CNY    8.3 M  REPAY: SCHEDULE  MAT: 21-DEC-2023","3-C-CMB BEIJING GUANGHUAL","","Actual","Loan","2014-09-15","2014-09-15","2023-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-4819354","","0.056500000","","","","","","","","","","","","","3384","1639","8300000.0000","Interest-Bearing","0.00000000000000","0.05170520730000","1.00000000000000","","pinggu","PROJECT FINANCING","Interest Rate","5","No","0.000000000000000","0.0000"
"C-21108-DONGGUAN SHIPAI D","China","China Portfolio","Project Finance","21108 C-DONGGUAN SHIPAI CMB 109.1million facility","8920","9.9 YR  FIXED RATE LOAN: PAY 6.55000% CNY    3.6 M  REPAY: SCHEDULE  MAT: 26-AUG-2024","3-C-CMB DONGGUAN","","Actual","Loan","2014-09-30","2014-09-30","2024-08-24","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-2356265.57","","0.065500000","","","","","","","","","","","","","3616","1886","3590500.0000","Interest-Bearing","0.00000000000000","0.06145984530000","1.00000000000000","","Dongguan shipai","PROJECT FINANCING","Interest Rate","4","No","0.000000000000000","0.0000"
"CLF-21082-BEIJING PUMA LF","China","China Portfolio","Project Finance","21082 CLF-BEIJING PUMA LF CMB 58.15million facility","9090","9.2 YR  FIXED RATE LOAN: PAY 5.15000% CNY    4.0 M  REPAY: SCHEDULE  MAT: 21-DEC-2023","3-C-CMB BEIJING GUANGHUAL","","Actual","Loan","2014-10-24","2014-10-24","2023-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-2276437.5","","0.051500000","","","","","","","","","","","","","3345","1639","4047000.0000","Interest-Bearing","0.00000000000000","0.03888876490000","1.00000000000000","","pinggu","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
"CLF-21082-BEIJING PUMA LF","China","China Portfolio","Project Finance","21082 CLF-BEIJING PUMA LF CMB 58.15million facility","9091","9.2 YR  FIXED RATE LOAN: PAY 5.15000% CNY    1.1 M  REPAY: SCHEDULE  MAT: 21-DEC-2023","3-C-CMB BEIJING GUANGHUAL","","Actual","Loan","2014-10-11","2014-10-11","2023-12-21","No","Asset/Liability","","","Pay","Fixed","","","","CNY","-644861.18","","0.051500000","","","","","","","","","","","","","3358","1639","1146420.0000","Interest-Bearing","0.00000000000000","0.05178816170000","1.00000000000000","","pinggu","PROJECT FINANCING","Interest Rate","3","No","0.000000000000000","0.0000"
